,0,0,0,0,0
70,近中山國中捷運站/雙人套房有陽台/免仲費優選好屋,分租套房 8.5坪 3F/4F,中山區-龍江路387巷,距中山國中站540公尺,14999
71,雙捷運【松江南京3號出口】靜巷內單純套房,分租套房 7坪 4F/4F,中山區-松江路100巷,距松江南京214公尺,11600
72,"捷運南京復興站2分鐘小套房,高樓層",分租套房 4坪 10F/12F,中山區-復興北路,距南京復興站200公尺,13500
73,"近國貿大樓,１０１大樓優選好屋",分租套房 6坪 1F/5F,信義區-基隆路二段39巷,距台北101/世貿站433公尺,9500
74,和平東路近麟光捷運套房,分租套房 7坪 5F/5F,信義區-和平東路三段391巷,距麟光站299公尺,10500
75,中山國中捷運站套房優選好屋,分租套房 6坪 12F/12F,中山區-復興北路,距中山國中站325公尺,15000
76,東門捷運步行2分鐘學生上班族首選溫馨套房,分租套房 9坪 3F/4F,中正區-臨沂街,距東門站156公尺,13000
77,★捷運松江南京5分鐘★公寓一樓寬敞套房★,分租套房 7坪 1F/5F,中山區-松江路64巷,距松江南京101公尺,12500
78,🔥鉑斯🔥松江南京✔女生限定✔包水電網,分租套房 9坪 5F/7F,中山區-松江路90巷,距松江南京313公尺,16000
79,🔥鉑斯🔥南京復興✔遼寧商圈✔全新裝潢優選好屋,分租套房 6坪 2F/2F,中山區-遼寧街19巷,距南京復興站527公尺,18000
80,捷運東門站100公尺女子套房近永康街優選好屋,分租套房 4坪 2F/4F,中正區-臨沂街75巷,距東門站104公尺,8800
81,捷運東門✩仁愛新生南路口✩免追垃圾車,分租套房 6.3坪 3F/4F,中正區-臨沂街57巷,距東門站471公尺,16000
82,近捷！電梯套房，高樓層採光佳,分租套房 13坪 11F/12F,信義區-基隆路二段,距台北101/世貿站344公尺,18000
83,陽光大房獨立衛浴洗衣機.周邊機能完善,分租套房 7坪 5F/5F,中山區-龍江路384巷18號,距中山國中站792公尺,8950
84,電梯雙管理員送網路水管理費外窗水泥,分租套房 6坪 2F/7F,信義區-基隆路二段131號,距六張犁站530公尺,8500
85,台灣大學分租大套房,分租套房 9坪 3F/6F,中正區-杭州南路一段14巷,距善導寺站568公尺,14500
86,微風廣場精美套房出租,分租套房 4坪 3F/3F,松山區-八德路二段410巷6號,距南京復興站615公尺,10500
87,⭐捷運南京復興⭐精緻舒適套房首選,分租套房 5坪 6F/12F,松山區-八德路二段,距南京復興站546公尺,15500
88,★捷運★北車★台大醫★北商★喜來登,分租套房 5坪 4F/7F,中正區-林森南路,距善導寺站68公尺,13000
89,全新整理套房，清新雅致，適合單身,分租套房 5坪 2F/2F,中山區-松江路140巷19號,距松江南京209公尺,9500
90,寬敞套房，有窗戶，適合新婚夫妻,分租套房 12坪 2F/2F,中山區-松江路140巷19號,距松江南京209公尺,17000
91,寬敞套房，有窗戶，適合同事、新婚夫妻..,分租套房 8坪 2F/2F,中山區-松江路140巷19號,距松江南京209公尺,14000
92,交通方便生活機能佳,分租套房 8坪 5F/7F,大安區-樂利路42巷2號,距六張犁站340公尺,14000
93,信義東門郵局捷運8號出口永康商圈東門市場,分租套房 12坪 3F/3F,中正區-臨沂街75巷,距東門站110公尺,16000
94,北科對面電梯大樓，忠孝新生捷運500公,分租套房 6坪 2F/7F,中山區-渭水路,距忠孝新生站277公尺,17000
95,忠孝復興雙捷運套房、全新裝潢家電,分租套房 10坪 2F/2F,中山區-市民大道三段,距忠孝復興站390公尺,16800
96,東區國父紀念館捷運，套房吉屋出租!,分租套房 5坪 3F/4F,大安區-光復南路456巷,距信義安和站483公尺,10000
97,忠孝敦化站典雅美套,分租套房 8坪 4F/4F,大安區-敦化南路一段190巷,距樂炸特區FUNNYFRIEDZONE289公尺,18000
98,近北車.台大醫院站步行3分.舒適大套房優選好屋,分租套房 7坪 2F/4F,中正區-信陽街,距台北車站234公尺,13000
99,南京復興MRT/漂亮裝潢/有廚房/收垃圾優選好屋,分租套房 7坪 4F/7F,松山區-敦化北路4巷,距南京復興站280公尺,18500
100,東區國館捷運站附近代收垃圾電梯大樓優選好屋,分租套房 6坪 7F/7F,大安區-延吉街,距國父紀念館站328公尺,11500
101,真正捷運走路三分鐘!!（六張犁捷運）,分租套房 4.5坪 3F/5F,大安區-嘉興街339號,距六張犁站177公尺,10500
102,世貿雅緻套房,分租套房 5坪 3F/4F,信義區-吳興街50巷6號,距台北101/世貿站380公尺,11500
103,信義路四段近安和路遠企通化商圈,分租套房 7坪 4F/5F,大安區-通安街,距信義安和站339公尺,14000
104,世貿101捷運站旁時尚亮麗精英美套房,分租套房 10坪 5F/5F,信義區-吳興街42號,距台北101/世貿站349公尺,16500
105,東區忠孝延吉電梯套房可報稅入戶籍優選好屋,分租套房 5坪 5F/7F,大安區-延吉街,距國父紀念館站297公尺,18000
106,優雅套房.大採光通風.可寵物.含瓦斯費優選好屋,分租套房 8坪 4F/5F,大安區-仁愛路三段5巷,距忠孝新生站314公尺,16800
107,101與信義商圈溫馨套房獨立洗衣機,分租套房 5坪 1F/4F,信義區-吳興街156巷,距台北101/世貿站427公尺,11500
108,光復南路仁愛路口國館旁，靜巷性價比高套房,分租套房 6.5坪 B1/7F,大安區-光復南路346巷,距國父紀念館站349公尺,7500
109,一起住吧雖然各自擁有空間但是很有家的氛圍優選好屋,分租套房 5坪 7F/14F,大安區-忠孝東路三段,距忠孝復興站417公尺,13500
110,信義安和捷運大套房,分租套房 6坪 5F/5F,大安區-光復南路676巷,距信義安和站494公尺,13000
111,捷運2分鐘，溫馨套房。麟光、六張黎站,分租套房 5坪 4F/4F,大安區-和平東路三段,距麟光站244公尺,9500
112,小南門舒適套房近東吳、北市大、植物園,分租套房 9坪 1F/4F,中正區-博愛路230巷,距小南門221公尺,12500
113,北醫套房.近全聯.7-11機能便利優選好屋,分租套房 7坪 3F/4F,信義區-吳興街156巷,距台北101/世貿站569公尺,14000
114,面華山藝文特區全新景觀套房,分租套房 9坪 5F/5F,中正區-忠孝東路二段,距善導寺站484公尺,17000
115,北科商科走路5分善導寺忠孝新生捷運站,分租套房 7坪 4F/5F,中正區-忠孝東路二段34號,距善導寺站484公尺,12000
116,2分鐘麟光捷運，限女性(租屋床墊換新)優選好屋,分租套房 6坪 4F/5F,大安區-和平東路三段374號,距麟光站111公尺,9000
117,吳興小蝸居雙人套房(二套單人床書桌衣櫃)優選好屋,分租套房 13坪 6F/6F,信義區-吳興街284巷,距麟光站691公尺,20000
118,吳興商圈近101世貿北醫~雙人床1房1衛,分租套房 9坪 2F/4F,信義區-吳興街200號,距台北101/世貿站546公尺,11000
119,獨立空間大套房,分租套房 6.7坪 2F/4F,信義區-吳興街50巷,距台北101/世貿站511公尺,14500
120,吳興商圈近101世貿北醫~雙人床1房1衛,分租套房 9坪 2F/4F,信義區-吳興街200號,距台北101/世貿站546公尺,11000
121,捷運溫馨小套房,分租套房 4坪 5F/5F,大安區-和平東路三段416巷,距麟光站112公尺,7000
122,已出租，謝謝！！！優選好屋,分租套房 10坪 2F/6F,大安區-八德路二段300巷,距忠孝復興站541公尺,13800
123,世貿捷運套房,分租套房 6.3坪 3F/5F,信義區-吳興街34巷,no info,11800
124,降降降吉屋出租@忠孝敦化捷運站優選好屋,分租套房 8坪 4F/5F,大安區-敦化南路一段161巷,距忠孝敦化站258公尺,10000
125,★租★忠孝新生捷運美套房★優選好屋,分租套房 8坪 4F/4F,中正區-濟南路二段,距忠孝新生站221公尺,15000
126,藍線忠孝敦化國館1分鐘套房獨立冰箱電視優選好屋,分租套房 5坪 5F/7F,大安區-延吉街,no info,16500
127,捷運站旁安靜的套雅房歡迎長短租寵物新樂園優選好屋,分租套房 8坪 5F/5F,大安區-光復南路692巷,距信義安和站418公尺,10000
128,近忠孝敦化站、東區商圈，電梯舒適小套房！優選好屋,分租套房 5坪 3F/7F,大安區-敦化南路一段187巷,距忠孝敦化站142公尺,15500
129,忠孝敦化套房/地點超優/屋況乾淨採光佳優選好屋,分租套房 6坪 4F/4F,大安區-敦化南路一段,距忠孝敦化站259公尺,17800
130,忠孝復興╳復興南路一段╳美奐套房,分租套房 7坪 5F/5F,大安區-忠孝東路三段276巷,距忠孝復興站171公尺,12000
131,~個人洗衣機、陽台~近捷運靜巷電梯套房~,分租套房 6坪 6F/7F,信義區-嘉興街,no info,11000
132,中山國中站敦北民生電梯套房採光佳含管理費,分租套房 7坪 7F/8F,松山區-敦化北路222巷,距中山國中站451公尺,10001
133,近中山國中站華廈分租套房,分租套房 2坪 4F/7F,松山區-復興北路313巷36號,距中山國中站169公尺,9758
134,信義世貿101大套房優選好屋,分租套房 5坪 3F/4F,信義區-吳興街284巷,距麟光站686公尺,9000
135,忠孝復興採光靜套房,分租套房 6坪 頂樓加蓋/4F,大安區-忠孝東路三段251巷,距忠孝復興站256公尺,13000
136,"大衣櫃,大鞋櫃大窗戶生活機能佳,交通方便優選好屋",分租套房 8坪 2F/4F,信義區-嘉興街,距六張犁站523公尺,12000
137,大安綠色生活,分租套房 6坪 4F/4F,大安區-建國南路一段304巷,距大安森林公園站195公尺,10000
138,吳興街北醫三分鐘磚牆隔間冷氣套房優選好屋,分租套房 6坪 1F/4F,信義區-吳興街284巷,距麟光站663公尺,11000
139,六張犁捷運站旁設計師一手打造的家優選好屋,分租套房 7坪 2F/4F,信義區-嘉興街,距六張犁站154公尺,14500
140,本旺宅助住者財旺人旺事業旺，浴室乾濕分離優選好屋,分租套房 8坪 5F/5F,大安區-和平東路三段416巷,距麟光站121公尺,12000
141,六張犁捷運站旁電梯合租套房含電管,分租套房 5.2坪 3F/7F,信義區-崇德街60巷,距六張犁站125公尺,13000
142,🍊信義安和站透天厝格局方正美套,分租套房 6坪 2F/2F,大安區-光復南路,距信義安和站434公尺,18000
143,🍊國父紀念館可寵美套環境極佳近明曜百貨,分租套房 5坪 5F/7F,大安區-延吉街,距國父紀念館站297公尺,18000
144,◎近善導寺捷運站採光屋況好獨立陽台洗衣機優選好屋,分租套房 9坪 5F/5F,中正區-忠孝東路二段,距善導寺站484公尺,17000
145,忠孝新生站套房,分租套房 7坪 3F/5F,大安區-濟南路三段5巷,距忠孝新生站212公尺,18300
146,4B東區SOGO復興館近捷運優質大套房優選好屋,分租套房 8坪 4F/4F,大安區-忠孝東路三段251巷,距忠孝復興站191公尺,15500
147,世貿101北醫旁套房捷運走路7分鐘,分租套房 10坪 2F/3F,信義區-吳興街,距台北101/世貿站540公尺,12000
148,忠孝新生採光機能套房,分租套房 8坪 4F/5F,大安區-仁愛路三段5巷,距忠孝新生站314公尺,17500
149,南京復興步行3分鍾小豪宅（剩小雅房）,分租套房 10坪 3F/6F,松山區-南京東路三段303巷,距南京復興站343公尺,10800
150,🔥鉑斯🔥忠孝新生✔精緻套房✔拎包入住,分租套房 6坪 5F/7F,中正區-濟南路二段,距善導寺站561公尺,16000
151,近忠孝復興捷運出口全新裝潢套房B優選好屋,分租套房 4坪 3F/5F,大安區-忠孝東路三段287號,距忠孝復興站84公尺,14000
152,近忠孝復興捷運出口全新裝潢套房A優選好屋,分租套房 4坪 3F/5F,大安區-忠孝東路三段,距忠孝復興站84公尺,15000
153,捷運忠孝新生站旁電梯套房出租,分租套房 5坪 3F/7F,中正區-新生南路一段,距忠孝新生站89公尺,9800
154,信義區六張犁捷運站旁,分租套房 7坪 4F/4F,信義區-嘉興街,距六張犁站288公尺,9500
155,"本旺宅讓住者財旺,人旺事業旺安靜安全優選好屋",分租套房 8坪 4F/5F,信義區-吳興街284巷,距麟光站634公尺,9000
156,忠孝延吉套房優選好屋,分租套房 7坪 4F/5F,大安區-延吉街97巷,距國父紀念館站322公尺,12800
157,東門站文青風新裝修套房,分租套房 7坪 1F/4F,中正區-新生南路一段150巷,距東門站304公尺,15800
158,*信義吳興商圈*超值套雅房*學生免仲介費優選好屋,分租套房 4坪 1F/4F,信義區-吳興街284巷,距麟光站634公尺,7000
159,近松菸小資陽光套房獨立陽台優選好屋,分租套房 6.5坪 2F/4F,松山區-光復南路57巷,距國父紀念館站513公尺,12900
160,誠可議裝潢新/分離冷暖空調/超大衣廚,分租套房 7坪 4F/14F,松山區-復興北路,距中山國中站424公尺,17000
161,/世貿7分鐘/大套房/雙人沙發床/對外窗優選好屋,分租套房 11.3坪 3F/4F,信義區-吳興街134號,距台北101/世貿站400公尺,18800
162,世貿捷運7分#雙人掀床#對外窗#獨立洗衣優選好屋,分租套房 7.8坪 4F/4F,信義區-吳興街134號,距台北101/世貿站400公尺,13800
163,忠孝新生站精緻套房,分租套房 8坪 3F/5F,大安區-濟南路三段5巷,距忠孝新生站212公尺,18800
164,信義安和站大採光優雅套房乾濕分離,分租套房 6坪 2F/2F,大安區-光復南路,距信義安和站434公尺,17000
165,捷運站價廉物美靜巷生活機能超棒限女性優選好屋,分租套房 5.4坪 5F/6F,大安區-和平東路三段228巷45號,距六張犁站348公尺,10000
166,敦南簡約素雅獨立房,分租套房 6坪 3F/5F,大安區-和平東路三段,距六張犁站284公尺,12000
167,忠孝新生2分鐘設備全大套房優選好屋,分租套房 15坪 3F/5F,大安區-濟南路三段5巷,距忠孝新生站212公尺,20000
168,吳興街北醫套房出租優選好屋,分租套房 6坪 4F/4F,信義區-吳興街284巷,距麟光站780公尺,9500
169,吳興街北醫套房出租優選好屋,分租套房 7坪 4F/4F,信義區-吳興街284巷,距麟光站780公尺,10000
170,近微風百貨忠孝復興捷運～優質套房設備全,分租套房 7坪 4F/5F,中山區-八德路二段174巷,距忠孝新生站648公尺,13000
171,國父紀念館站忠孝敦化站延吉街飯店套房優選好屋,分租套房 5坪 5F/7F,大安區-延吉街,距國父紀念館站297公尺,18000
172,東門站文青風新裝修套房,分租套房 7坪 1F/4F,中正區-新生南路一段150巷,距東門站304公尺,15800
173,大安森林公園優質2樓套房電梯大樓,分租套房 12坪 2F/7F,大安區-新生南路一段61巷,距忠孝新生站464公尺,13000
174,☆近國父紀念館捷運站旁☆明亮電梯套房,分租套房 7坪 6F/12F,大安區-光復南路,距國父紀念館站51公尺,11000
175,步行6分鐘到101捷運站，全新裝潢獨立套,分租套房 10坪 4F/5F,信義區-吳興街50巷,距台北101/世貿站460公尺,18000
176,國館捷運~裝潢採光大套房優選好屋,分租套房 7坪 2F/7F,大安區-延吉街,距國父紀念館站377公尺,16000
177,🍊信義安和/方正格局、大面窗採光美套房優選好屋,分租套房 6坪 2F/2F,大安區-光復南路,距信義安和站434公尺,17000
178,2分鐘麟光捷運，限女性(租屋床墊換新),分租套房 6坪 4F/5F,大安區-和平東路三段374號,距麟光站111公尺,9000
179,交通便利~優質套房,分租套房 6坪 4F/4F,大安區-敦化南路一段161巷,距忠孝敦化站252公尺,14000
180,🔥鉑斯🔥忠孝新生✔精緻套房✔拎包入住,分租套房 6坪 5F/7F,中正區-濟南路二段,距善導寺站561公尺,16000
181,近忠孝復興捷運出口全新裝潢套房B優選好屋,分租套房 4坪 3F/5F,大安區-忠孝東路三段287號,距忠孝復興站84公尺,14000
182,近忠孝復興捷運出口全新裝潢套房A優選好屋,分租套房 4坪 3F/5F,大安區-忠孝東路三段,距忠孝復興站84公尺,15000
183,捷運忠孝新生站旁電梯套房出租,分租套房 5坪 3F/7F,中正區-新生南路一段,距忠孝新生站89公尺,9800
184,信義區六張犁捷運站旁,分租套房 7坪 4F/4F,信義區-嘉興街,距六張犁站288公尺,9500
185,"本旺宅讓住者財旺,人旺事業旺安靜安全優選好屋",分租套房 8坪 4F/5F,信義區-吳興街284巷,距麟光站634公尺,9000
186,忠孝延吉套房優選好屋,分租套房 7坪 4F/5F,大安區-延吉街97巷,距國父紀念館站322公尺,12800
187,東門站文青風新裝修套房,分租套房 7坪 1F/4F,中正區-新生南路一段150巷,距東門站304公尺,15800
188,*信義吳興商圈*超值套雅房*學生免仲介費優選好屋,分租套房 4坪 1F/4F,信義區-吳興街284巷,距麟光站634公尺,7000
189,近松菸小資陽光套房獨立陽台優選好屋,分租套房 6.5坪 2F/4F,松山區-光復南路57巷,距國父紀念館站513公尺,12900
190,誠可議裝潢新/分離冷暖空調/超大衣廚,分租套房 7坪 4F/14F,松山區-復興北路,距中山國中站424公尺,17000
191,/世貿7分鐘/大套房/雙人沙發床/對外窗優選好屋,分租套房 11.3坪 3F/4F,信義區-吳興街134號,距台北101/世貿站400公尺,18800
192,世貿捷運7分#雙人掀床#對外窗#獨立洗衣優選好屋,分租套房 7.8坪 4F/4F,信義區-吳興街134號,距台北101/世貿站400公尺,13800
193,忠孝新生站精緻套房,分租套房 8坪 3F/5F,大安區-濟南路三段5巷,距忠孝新生站212公尺,18800
194,信義安和站大採光優雅套房乾濕分離,分租套房 6坪 2F/2F,大安區-光復南路,距信義安和站434公尺,17000
195,捷運站價廉物美靜巷生活機能超棒限女性優選好屋,分租套房 5.4坪 5F/6F,大安區-和平東路三段228巷45號,距六張犁站348公尺,10000
196,敦南簡約素雅獨立房,分租套房 6坪 3F/5F,大安區-和平東路三段,距六張犁站284公尺,12000
197,忠孝新生2分鐘設備全大套房優選好屋,分租套房 15坪 3F/5F,大安區-濟南路三段5巷,距忠孝新生站212公尺,20000
198,吳興街北醫套房出租優選好屋,分租套房 6坪 4F/4F,信義區-吳興街284巷,距麟光站780公尺,9500
199,吳興街北醫套房出租優選好屋,分租套房 7坪 4F/4F,信義區-吳興街284巷,距麟光站780公尺,10000
200,近微風百貨忠孝復興捷運～優質套房設備全,分租套房 7坪 4F/5F,中山區-八德路二段174巷,距忠孝新生站648公尺,13000
201,國父紀念館站忠孝敦化站延吉街飯店套房優選好屋,分租套房 5坪 5F/7F,大安區-延吉街,距國父紀念館站297公尺,18000
202,東門站文青風新裝修套房,分租套房 7坪 1F/4F,中正區-新生南路一段150巷,距東門站304公尺,15800
203,大安森林公園優質2樓套房電梯大樓,分租套房 12坪 2F/7F,大安區-新生南路一段61巷,距忠孝新生站464公尺,13000
204,☆近國父紀念館捷運站旁☆明亮電梯套房,分租套房 7坪 6F/12F,大安區-光復南路,距國父紀念館站51公尺,11000
205,步行6分鐘到101捷運站，全新裝潢獨立套,分租套房 10坪 4F/5F,信義區-吳興街50巷,距台北101/世貿站460公尺,18000
206,國館捷運~裝潢採光大套房優選好屋,分租套房 7坪 2F/7F,大安區-延吉街,距國父紀念館站377公尺,16000
207,🍊信義安和/方正格局、大面窗採光美套房優選好屋,分租套房 6坪 2F/2F,大安區-光復南路,距信義安和站434公尺,17000
208,2分鐘麟光捷運，限女性(租屋床墊換新),分租套房 6坪 4F/5F,大安區-和平東路三段374號,距麟光站111公尺,9000
209,交通便利~優質套房,分租套房 6坪 4F/4F,大安區-敦化南路一段161巷,距忠孝敦化站252公尺,14000
